TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-17315-2026","2026-06-02 12:09:29","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","610000","78.29","78.29","1 B/R","P1 C 66","","","IMG World Adventures","0","0","","SKY COURTS"
"11-17316-2026","2026-06-01 18:07:49","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","480000","46.54","46.54","Studio","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","THE CRESCENT"
"11-17317-2026","2026-06-02 09:57:41","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1169059.36","63.98","63.98","1 B/R","P5-153","","","","0","0","","Sobha Hartland - The Crest"
"11-17318-2026","2026-06-01 17:09:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","4000000","231.42","231.42","3 B/R","B3-348, B3-349","Dubai Marina","Marina Mall","Burj Al Arab","0","0","","MARINASCAPE"
"11-17319-2026","2026-06-02 10:35:29","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1588000","85.07","85.07","1 B/R","124","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","ARBOR VIEW"
"11-17320-2026","2026-06-01 18:49:28","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","4700000","144.08","144.08","2 B/R","1B2-17","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"11-17321-2026","2026-06-01 19:29:37","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Land","Residential","4500000","405","405","","","","","Motor City","0","0","","Arabian Ranches-Casa Community"
"11-17322-2026","2026-06-01 19:19:57","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1600000","89.61","89.61","1 B/R","P2-15","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-17323-2026","2026-06-02 01:24:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","508400","32.99","32.99","Studio","B1-242","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"11-17324-2026","2026-06-02 10:05:37","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","405000","41.9","41.9","1 B/R","LB-73","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-17325-2026","2026-06-02 14:27:33","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","655000","71.25","71.25","1 B/R","B2-75","Rashidiya Metro Station","City Centre Mirdif","","0","0","","GLOBAL GREEN VIEW II"
"11-17326-2026","2026-06-02 10:08:47","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","500000","67","67","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-17327-2026","2026-06-02 09:39:52","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2650000","124.47","124.47","2 B/R","B2-61","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","The Cove"
"11-17328-2026","2026-06-02 11:00:14","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","495000","73.36","73.36","1 B/R","B - 35","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-17329-2026","2026-06-02 12:18:39","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","2200000","752.51","752.51","","","Al Qiyadah Metro Station","","Dubai International Airport","0","0","",""
"11-17330-2026","2026-06-02 09:45:00","Sales","Sale","Ready","Free Hold","Commercial","SILICON OASIS","Land","Commercial","6300000","605.17","605.17","","","","City Centre Mirdif","IMG World Adventures","0","0","",""
"11-17331-2026","2026-06-02 11:20:09","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","1800000","108.67","108.67","1 B/R","B29","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-17332-2026","2026-06-02 09:33:10","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","2250000","99.91","99.91","2 B/R","P-116","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf Grand"
"11-17333-2026","2026-06-02 09:38:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1280000","85.02","85.02","1 B/R","P2-44","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-17334-2026","2026-06-02 09:46:31","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1475000","79.69","79.69","1 B/R","B-94","","","","0","0","","SOBHA HARTLAND GREENS- PHASE I"
"11-17335-2026","2026-06-02 09:50:06","Sales","Sale","Ready","Free Hold","Residential","SUFOUH GARDENS","Unit","Flat","2600000","151.36","151.36","2 B/R","B-17","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","",""
"11-17336-2026","2026-06-02 09:52:36","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","2100000","334.45","334.45","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-17337-2026","2026-06-02 10:13:50","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Building","Villa","4580000","277.1","277.1","4 B/R","","","","Motor City","0","0","","AR II - Reem Community"
"11-17338-2026","2026-06-02 10:20:21","Sales","Sale","Ready","Free Hold","Residential","FALCON CITY OF WONDERS","Land","Residential","5450000","540.14","540.14","","","","","IMG World Adventures","0","0","","WESTERN RESIDENCE - SOUTH"
"11-17339-2026","2026-06-02 09:56:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1350000","59.98","59.98","1 B/R","PH1-B-217","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Park Heights I "
"11-17340-2026","2026-06-02 10:56:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","868149","72.79","72.79","1 B/R","B1_29","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-17341-2026","2026-06-02 12:44:46","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","759330","63.76","63.76","1 B/R","B1_28","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-17342-2026","2026-06-02 11:34:29","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","495000","77.85","77.85","1 B/R","B - 29","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-17343-2026","2026-06-02 15:43:49","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1250000","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - ALBIZIA "
"11-17344-2026","2026-06-02 10:08:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2300000","149.76","149.76","2 B/R","DMCC-3022","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-17345-2026","2026-06-02 11:37:19","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1740000","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - CAMELIA"
"11-17346-2026","2026-06-02 10:36:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","3700000","125.66","125.66","3 B/R","P-1157, P-1158","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Park Horizon"
"11-17347-2026","2026-06-02 10:36:12","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1250000","87.8","87.8","1 B/R","P5-123","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","DAMAC TOWERS BY PARAMOUNT"
"11-17348-2026","2026-06-02 10:43:52","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","867230","67.47","67.47","1 B/R","P2_05","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-17349-2026","2026-06-02 10:28:44","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5350000","152.27","152.27","2 B/R","B1-5022,B1-5023","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","BURJ KHALIFA TOWERS"
"11-17350-2026","2026-06-02 10:54:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","5550000","181.19","181.19","3 B/R","B-031,B-032","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","MULBERRY at PARK HEIGHTS"
"11-17351-2026","2026-06-03 14:09:30","Sales","Sale","Ready","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","554665","75.38","75.38","1 B/R","P2-30","","","IMG World Adventures","0","0","","WADI TOWER"
"11-17352-2026","2026-06-02 11:19:04","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2000000","130.81","130.81","2 B/R","GM-43","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-17353-2026","2026-06-02 10:39:52","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","950000","45.53","45.53","1 B/R","P2-201","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Creek Vistas"
"11-17354-2026","2026-06-02 10:35:13","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","777000","51.07","51.07","1 B/R","UG-60","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"11-17355-2026","2026-06-02 10:40:26","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","2370000","164.61","164.61","2 B/R","PH2-B-42","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALandalus Building D"
"11-17356-2026","2026-06-02 11:14:15","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","10000000","782.52","782.52","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-17357-2026","2026-06-02 11:16:14","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1300000","68.7","68.7","1 B/R","187","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-17358-2026","2026-06-02 11:29:08","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","450000","36.64","36.64","Studio","B2-37","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","PG ONE AT AL FURJAN"
"11-17359-2026","2026-06-02 11:08:45","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1280000","84.52","84.52","1 B/R","P2-43","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-17360-2026","2026-06-02 12:01:28","Sales","Sale","Ready","Non Free Hold","Residential","Al Mizhar First","Land","Residential","4300000","929.03","929.03","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-17361-2026","2026-06-02 12:36:28","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Shop","1250000","33.22","33.22","Shop","DMCC -1221","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-17362-2026","2026-06-02 11:22:45","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1650000","140.48","140.48","2 B/R","GZ4E103","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"11-17363-2026","2026-06-02 11:06:08","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","900000","83.59","83.59","1 B/R","B-24","","","IMG World Adventures","0","0","","Paradise View 1"
"11-17364-2026","2026-06-02 11:27:44","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Unit","Hotel Apartment","380000","35.03","35.03","Studio","P1-402","","","","0","0","","DAMAC HILLS (2) - VIRIDIS "
"11-17365-2026","2026-06-02 11:43:42","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2057317","157.69","157.69","2 B/R","P3-82 & P3-83","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","DAMAC TOWERS BY PARAMOUNT"
"11-17366-2026","2026-06-03 11:14:45","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1500000","69.99","69.99","1 B/R","B-236","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Terraces"
"11-17367-2026","2026-06-02 11:46:29","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","770000","53.44","53.44","Studio","G-310","","","IMG World Adventures","0","0","","THE HAVEN"
"11-17368-2026","2026-06-02 19:14:56","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1050000","88.69","88.69","1 B/R","DMCC-3264","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","CONCORDE TOWER"
"11-17369-2026","2026-06-02 12:12:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1175000","78.4","78.4","1 B/R","P1-72","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-17370-2026","2026-06-02 11:50:55","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","690000","35.63","35.63","Studio","B1-206","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Aurora"
"11-17371-2026","2026-06-02 13:20:36","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1680000","60.38","60.38","1 B/R","P1-24","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-17372-2026","2026-06-02 12:20:36","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1250000","78.89","78.89","1 B/R","P2-101","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-17373-2026","2026-06-02 12:18:15","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1120000","39.27","39.27","Studio","B-325","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-17374-2026","2026-06-02 12:16:52","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","560000","38.54","38.54","Studio","G-39","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OXFORD RESIDENCE 2"
"11-17375-2026","2026-06-02 12:08:17","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","500000","44.18","44.18","Studio","WG-47","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LINCOLN PARK"
"11-17376-2026","2026-06-02 12:18:05","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","12500000","235.06","235.06","3 B/R","B-352, B-353","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","SERENIA LIVING"
"11-17377-2026","2026-06-05 11:00:28","Sales","Sale","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","2250000","138.27","138.27","2 B/R","B3-103","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-17378-2026","2026-06-02 14:22:35","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 3","Unit","Flat","1200000","104.27","104.27","2 B/R","G-28 , G-27","","","","0","0","",""
"11-17379-2026","2026-06-02 14:18:06","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","373664","69","69","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-17380-2026","2026-06-02 13:02:41","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","915000","66.27","66.27","1 B/R","DMCC-3043","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-17381-2026","2026-06-02 12:47:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1325000","112.11","112.11","2 B/R","B-06","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","V2"
"11-17382-2026","2026-06-02 16:16:55","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","520000","43.26","43.26","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-17383-2026","2026-06-10 14:24:32","Sales","Sale","Ready","Free Hold","Residential","Wadi Al Safa 5","Land","Residential","6500000","386.12","386.12","","","","","","0","0","",""
"11-17384-2026","2026-06-02 12:50:12","Sales","Sale","Ready","Free Hold","Commercial","AL FURJAN","Land","Commercial","8500000","610.52","610.52","","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"11-17385-2026","2026-06-02 13:15:43","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 1","Land","Villa","20500000","849.84","849.84","","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MOHAMMED BIN RASHID AL MAKTOUM CITY-DISTRICT ONE PHASE II VILLAS"
"11-17386-2026","2026-06-02 14:28:24","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2600000","188.02","188.02","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE HAYAT"
"11-17387-2026","2026-06-02 14:08:16","Sales","Sale","Ready","Non Free Hold","Residential","Al Mizhar Second","Land","Residential","7200000","1858.06","1858.06","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-17388-2026","2026-06-02 14:03:49","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","820000","66.22","66.22","1 B/R","G-02","","","Dubai Cycling Course","0","0","","UNA"
"11-17389-2026","2026-06-02 13:57:50","Sales","Sale","Ready","Free Hold","Residential","Zaabeel First","Unit","Flat","6000000","149.67","149.67","2 B/R","P2-99 (Automated)","","","","0","0","","One Za'abeel"
"11-17390-2026","2026-06-02 13:32:53","Sales","Sale","Ready","Free Hold","Residential","Mirdif","Land","Residential / Villas","5477281","980.41","980.41","","","","","","0","0","",""
"11-17391-2026","2026-06-02 13:52:03","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1450000","142.78","142.78","2 B/R","P3-01","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","REEF RESIDENCE"
